url_path,views_total,views_unique
/Fevol/obsidian-translate,78,19
/Fevol/obsidian-translate/issues,19,3
/fevol/obsidian-translate,17,4
/Fevol/obsidian-translate/graphs/traffic,14,1
/Fevol/obsidian-translate/tree/github-repo-stats,13,3
/Fevol/obsidian-translate/tree/master/src,8,2
/Fevol/obsidian-translate/tree/github-repo-stats/Fevol/obsidian-translate,7,3
/Fevol/obsidian-translate/blob/9fe8d822ae57f17a79e5114744e1b5f5ac18c17e/src/handlers/google-translate.ts,7,2
/Fevol/obsidian-translate/blob/9fe8d822ae57f17a79e5114744e1b5f5ac18c17e/tests/ApiHandlers.test.ts,6,3
/Fevol/obsidian-translate/pulse,6,1
