url_path,views_total,views_unique
/Fevol/obsidian-translate,328,164
/Fevol/obsidian-translate/issues,64,9
/fevol/obsidian-translate,61,33
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,51,44
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,41,16
/Fevol/obsidian-translate/issues/35,28,1
/Fevol/obsidian-translate/issues/36,23,2
/Fevol/obsidian-translate/releases/tag/1.4.3,17,4
/Fevol/obsidian-translate/releases/tag/1.4.2,16,6
/Fevol/obsidian-translate/issues/new,16,4
