url_path,views_total,views_unique
/Fevol/obsidian-translate,124,68
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,17,14
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,10,7
/Fevol/obsidian-translate/blob/master/docs/API.md,8,5
/Fevol/obsidian-translate/issues,6,6
/Fevol/obsidian-translate/pulse,5,3
/Fevol/obsidian-translate/blob/master/src/README.md,4,3
/Fevol/obsidian-translate/blob/master/docs/images/auto-translate.gif,3,1
/Fevol/obsidian-translate/pulls,2,2
/Fevol/obsidian-translate/blob/ae0adc1abbb67fd99c5c9b427bea7b08a60c57f8/src/typings/obsidian-ex.d.ts,2,1
