referrer,views_total,views_unique
Google,63,42
github.com,50,8
obsidian.md,29,21
eleanorkonik.com,8,8
forum-zh.obsidian.md,5,2
medium.com,3,2
obsidianroundup.org,1,1
feedreader.com,1,1
