referrer,views_total,views_unique
Google,69,45
github.com,61,8
obsidian.md,31,23
eleanorkonik.com,8,8
medium.com,3,2
forum-zh.obsidian.md,3,1
obsidianroundup.org,2,1
feedreader.com,1,1
