referrer,views_total,views_unique
Google,58,40
obsidian.md,27,21
github.com,15,3
Bing,10,6
forum.obsidian.md,2,2
cn.bing.com,2,1
yandex.ru,1,1
forum-zh.obsidian.md,1,1
medium.com,1,1
