url_path,views_total,views_unique
/Fevol/obsidian-translate,54,32
/Fevol/obsidian-translate/issues/33,12,5
/Fevol/obsidian-translate/issues,10,4
/Fevol/obsidian-translate/blob/master/src/ui/modals/ConfirmationModalView.svelte,8,1
/Fevol/obsidian-translate/releases/tag/1.3.1,4,2
/Fevol/obsidian-translate/tree/master/src/ui,3,1
/Fevol/obsidian-translate/tree/master/src/ui/components,3,1
/Fevol/obsidian-translate/tree/master/src,2,2
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,2,1
/Fevol/obsidian-translate/tree/master/src/ui/modals,2,1
