referrer,views_total,views_unique
Google,52,32
github.com,17,5
obsidian.md,12,10
Bing,7,4
yandex.ru,5,4
cn.bing.com,5,3
DuckDuckGo,4,3
yandex.by,4,1
forum.obsidian.md,3,1
translated.turbopages.org,3,1
