time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-14 00:00:00+00:00,8,5,159,14
2023-01-15 00:00:00+00:00,3,3,37,18
2023-01-16 00:00:00+00:00,2,2,117,13
2023-01-17 00:00:00+00:00,1,1,33,13
2023-01-18 00:00:00+00:00,2,2,22,11
2023-01-19 00:00:00+00:00,2,2,18,11
2023-01-20 00:00:00+00:00,1,1,23,14
2023-01-21 00:00:00+00:00,1,1,29,18
2023-01-22 00:00:00+00:00,1,1,7,7
2023-01-23 00:00:00+00:00,308,5,17,9
2023-01-24 00:00:00+00:00,4,2,30,14
2023-01-25 00:00:00+00:00,138,3,54,8
2023-01-26 00:00:00+00:00,17,4,16,11
2023-01-27 00:00:00+00:00,13,4,59,16
