referrer,views_total,views_unique
Google,51,34
github.com,39,10
obsidian.md,27,19
forum-zh.obsidian.md,9,5
eleanorkonik.com,8,8
Bing,7,3
DuckDuckGo,2,2
medium.com,1,1
obsidianroundup.org,1,1
search.brave.com,1,1
