referrer,views_total,views_unique
Google,59,40
github.com,38,9
obsidian.md,28,20
forum-zh.obsidian.md,9,5
eleanorkonik.com,7,7
medium.com,3,2
Bing,3,1
DuckDuckGo,2,2
obsidianroundup.org,1,1
feedreader.com,1,1
