time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-25 00:00:00+00:00,1,1,7,6
2023-04-26 00:00:00+00:00,1,1,12,5
2023-04-27 00:00:00+00:00,1,1,13,7
2023-04-28 00:00:00+00:00,1,1,16,6
2023-04-29 00:00:00+00:00,1,1,14,8
2023-04-30 00:00:00+00:00,2,2,17,9
2023-05-01 00:00:00+00:00,2,2,16,12
2023-05-02 00:00:00+00:00,2,2,10,4
2023-05-03 00:00:00+00:00,1,1,11,8
2023-05-04 00:00:00+00:00,2,2,7,4
2023-05-05 00:00:00+00:00,2,2,12,9
2023-05-06 00:00:00+00:00,2,2,9,7
2023-05-07 00:00:00+00:00,2,2,9,7
2023-05-08 00:00:00+00:00,2,1,16,11
