referrer,views_total,views_unique
Google,67,44
github.com,42,8
obsidian.md,27,20
eleanorkonik.com,7,7
forum-zh.obsidian.md,7,4
medium.com,3,2
obsidianroundup.org,1,1
feedreader.com,1,1
DuckDuckGo,1,1
