referrer,views_total,views_unique
Google,75,35
github.com,34,8
obsidian.md,21,17
DuckDuckGo,4,2
Bing,3,3
forum.obsidian.md,3,2
yandex.ru,3,2
eleanorkonik.com,2,1
fr.search.yahoo.com,1,1
cn.bing.com,1,1
