time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-21 00:00:00+00:00,1,1,26,7
2023-02-22 00:00:00+00:00,1,1,37,11
2023-02-23 00:00:00+00:00,2,2,22,11
2023-02-24 00:00:00+00:00,1,1,27,16
2023-02-25 00:00:00+00:00,1,1,19,10
2023-02-26 00:00:00+00:00,2,2,24,13
2023-02-27 00:00:00+00:00,2,2,23,13
2023-02-28 00:00:00+00:00,1,1,21,11
2023-03-01 00:00:00+00:00,3,3,18,10
2023-03-02 00:00:00+00:00,6,4,22,9
2023-03-03 00:00:00+00:00,2,2,18,11
2023-03-04 00:00:00+00:00,1,1,11,7
2023-03-05 00:00:00+00:00,1,1,19,9
2023-03-06 00:00:00+00:00,1,1,32,13
