referrer,views_total,views_unique
Google,56,36
github.com,18,5
obsidian.md,12,10
Bing,7,4
cn.bing.com,5,3
yandex.ru,4,3
yandex.by,4,1
DuckDuckGo,3,2
forum.obsidian.md,3,1
translated.turbopages.org,3,1
