url_path,views_total,views_unique
/Fevol/obsidian-translate,122,28
/Fevol/obsidian-translate/issues,49,5
/Fevol/obsidian-translate/commits/master,20,2
/Fevol/obsidian-translate/releases,19,5
/Fevol/obsidian-translate/releases/tag/1.4.0-beta-1,19,4
/Fevol/obsidian-translate/releases/tag/1.3.1,12,3
/Fevol/obsidian-translate/stargazers,9,1
/Fevol/obsidian-translate/blob/master/src/typings/obsidian-ex.d.ts,8,5
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,7,5
/Fevol/obsidian-translate/tree/1.4.0-beta-1,7,2
