url_path,views_total,views_unique
/Fevol/obsidian-translate,90,39
/Fevol/obsidian-translate/issues,16,3
/Fevol/obsidian-translate/commits/master,2,1
/Fevol/obsidian-translate/discussions,2,1
/Fevol/obsidian-translate/graphs/traffic,2,1
/Fevol/obsidian-translate/stargazers,2,1
/fevol/obsidian-translate,1,1
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,1,1
/Fevol/obsidian-translate/commit/0845c146bcbb0e692c3925f4d67387763e0f942a,1,1
/Fevol/obsidian-translate/commit/46f3b067c86f0c680359e4b5ab276c88ab125ca7,1,1
