referrer,views_total,views_unique
Google,69,45
obsidian.md,25,19
github.com,16,6
Bing,7,5
medium.com,2,2
forum.obsidian.md,2,2
cn.bing.com,2,1
yandex.ru,1,1
eleanorkonik.com,1,1
forum-zh.obsidian.md,1,1
