referrer,views_total,views_unique
Google,61,41
github.com,21,7
obsidian.md,14,10
Bing,8,5
forum.obsidian.md,5,2
cn.bing.com,4,2
yandex.by,4,1
DuckDuckGo,3,2
translated.turbopages.org,3,1
yandex.ru,2,2
