referrer,views_total,views_unique
Google,66,32
github.com,33,8
obsidian.md,19,17
Bing,4,4
medium.com,4,2
DuckDuckGo,4,2
eleanorkonik.com,3,2
forum.obsidian.md,2,1
search.brave.com,1,1
yandex.ru,1,1
