referrer,views_total,views_unique
Google,48,28
obsidian.md,16,12
yandex.ru,6,2
DuckDuckGo,4,2
github.com,4,2
forum-zh.obsidian.md,2,2
Bing,2,2
edgeservices.bing.com,1,1
fr.search.yahoo.com,1,1
ecosia.org,1,1
