time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-11 00:00:00+00:00,7.0,4.0,79,15
2023-01-12 00:00:00+00:00,21.0,8.0,125,20
2023-01-13 00:00:00+00:00,2.0,2.0,46,15
2023-01-14 00:00:00+00:00,8.0,5.0,159,14
2023-01-15 00:00:00+00:00,3.0,3.0,37,18
2023-01-16 00:00:00+00:00,2.0,2.0,117,13
2023-01-17 00:00:00+00:00,1.0,1.0,33,13
2023-01-18 00:00:00+00:00,2.0,2.0,22,11
2023-01-19 00:00:00+00:00,2.0,2.0,18,11
2023-01-20 00:00:00+00:00,1.0,1.0,23,14
2023-01-21 00:00:00+00:00,1.0,1.0,29,18
2023-01-22 00:00:00+00:00,1.0,1.0,7,7
2023-01-23 00:00:00+00:00,308.0,5.0,17,9
2023-01-24 00:00:00+00:00,,,29,14
