url_path,views_total,views_unique
/Fevol/obsidian-translate,288,162
/Fevol/obsidian-translate/issues,82,10
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,49,16
/Fevol/obsidian-translate/issues/37,29,4
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,26,21
/Fevol/obsidian-translate/issues/38,24,1
/fevol/obsidian-translate,23,8
/Fevol/obsidian-translate/tree/master/src,23,4
/Fevol/obsidian-translate/commits/master,19,2
/Fevol/obsidian-translate/graphs/traffic,15,1
