referrer,views_total,views_unique
Google,91,48
obsidian.md,22,18
github.com,19,6
Bing,4,4
medium.com,2,2
forum.obsidian.md,2,2
eleanorkonik.com,1,1
forum-zh.obsidian.md,1,1
statics.teams.cdn.office.net,1,1
