url_path,views_total,views_unique
/Fevol/obsidian-translate,105,40
/Fevol/obsidian-translate/issues,52,3
/Fevol/obsidian-translate/tree/master/src/ui,9,1
/Fevol/obsidian-translate/issues/32,8,1
/Fevol/obsidian-translate/commits/master,6,1
/Fevol/obsidian-translate/issues/29,6,1
/Fevol/obsidian-translate/issues/31,5,1
/Fevol/obsidian-translate/tree/master/src,4,3
/Fevol/obsidian-translate/tree/master/src/ui/obsidian-components,4,1
/Fevol/obsidian-translate/tree/master/src/ui/translator-components,4,1
