url_path,views_total,views_unique
/Fevol/obsidian-translate,153,106
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,36,16
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,28,23
/Fevol/obsidian-translate/issues,7,4
/Fevol/obsidian-translate/blob/master/src/typings/obsidian-ex.d.ts,6,1
/Fevol/obsidian-translate/blob/master/docs/API.md,5,3
/Fevol/obsidian-translate/tree/master/src,5,2
/Fevol/obsidian-translate/releases/tag/1.4.4,4,3
/Fevol/obsidian-translate/issues/42,4,1
/Fevol/obsidian-translate/tree/master/src/typings,4,1
