url_path,views_total,views_unique
/Fevol/obsidian-translate,114,73
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,21,11
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,17,14
/Fevol/obsidian-translate/blob/master/docs/API.md,10,5
/Fevol/obsidian-translate/issues,9,5
/Fevol/obsidian-translate/issues/new,5,3
/Fevol/obsidian-translate/releases/tag/1.4.4,5,3
/Fevol/obsidian-translate/search,4,3
/fevol/obsidian-translate,3,3
/Fevol/obsidian-translate/blob/master/src/README.md,3,3
