time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-03 00:00:00+00:00,10,6,34,11
2023-01-04 00:00:00+00:00,6,4,28,10
2023-01-05 00:00:00+00:00,1,1,13,7
2023-01-06 00:00:00+00:00,27,12,222,9
2023-01-07 00:00:00+00:00,1,1,95,40
2023-01-08 00:00:00+00:00,1,1,102,46
2023-01-09 00:00:00+00:00,5,4,98,27
2023-01-10 00:00:00+00:00,3,3,87,30
2023-01-11 00:00:00+00:00,7,4,79,15
2023-01-12 00:00:00+00:00,21,8,125,20
2023-01-13 00:00:00+00:00,2,2,46,15
2023-01-14 00:00:00+00:00,8,5,159,14
2023-01-15 00:00:00+00:00,3,3,37,18
2023-01-16 00:00:00+00:00,1,1,117,13
