referrer,views_total,views_unique
Google,61,38
obsidian.md,21,18
github.com,19,5
Bing,16,5
eleanorkonik.com,10,9
DuckDuckGo,5,5
forum-zh.obsidian.md,4,3
search.brave.com,4,2
yandex.ru,1,1
cn.bing.com,1,1
