url_path,views_total,views_unique
/Fevol/obsidian-translate,87,39
/Fevol/obsidian-translate/issues,13,3
/Fevol/obsidian-translate/commits/master,2,1
/Fevol/obsidian-translate/discussions,2,1
/Fevol/obsidian-translate/graphs/traffic,2,1
/Fevol/obsidian-translate/stargazers,2,1
/fevol/obsidian-translate,1,1
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,1,1
/Fevol/obsidian-translate/blob/plugin-tests/src/handlers/dummy-translate.ts,1,1
/Fevol/obsidian-translate/commit/0845c146bcbb0e692c3925f4d67387763e0f942a,1,1
