referrer,views_total,views_unique
Google,89,46
github.com,26,6
obsidian.md,23,19
Bing,9,5
medium.com,2,2
DuckDuckGo,1,1
eleanorkonik.com,1,1
forum-zh.obsidian.md,1,1
statics.teams.cdn.office.net,1,1
