url_path,views_total,views_unique
/Fevol/obsidian-translate,131,94
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,26,5
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,14,12
/Fevol/obsidian-translate/issues,7,5
/Fevol/obsidian-translate/tree/master/src,7,4
/Fevol/obsidian-translate/blob/master/docs/API.md,4,4
/Fevol/obsidian-translate/issues/new,4,4
/Fevol/obsidian-translate/blob/master/src/handlers/google-translate.ts,4,2
/fevol/obsidian-translate,3,3
/Fevol/obsidian-translate/tree/master/src/handlers,3,2
