time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-10 00:00:00+00:00,1.0,1.0,12,5
2022-11-11 00:00:00+00:00,1.0,1.0,6,4
2022-11-12 00:00:00+00:00,2.0,2.0,17,5
2022-11-13 00:00:00+00:00,2.0,2.0,16,6
2022-11-14 00:00:00+00:00,2.0,2.0,6,5
2022-11-15 00:00:00+00:00,1.0,1.0,1,1
2022-11-16 00:00:00+00:00,1.0,1.0,3,2
2022-11-17 00:00:00+00:00,6.0,4.0,12,2
2022-11-18 00:00:00+00:00,5.0,4.0,43,2
2022-11-19 00:00:00+00:00,2.0,2.0,9,3
2022-11-20 00:00:00+00:00,6.0,5.0,26,4
2022-11-21 00:00:00+00:00,9.0,6.0,39,2
2022-11-22 00:00:00+00:00,11.0,7.0,157,8
2022-11-23 00:00:00+00:00,,,21,4
