url_path,views_total,views_unique
/Fevol/obsidian-translate,288,153
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,49,41
/fevol/obsidian-translate,45,24
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,18,9
/Fevol/obsidian-translate/issues,16,4
/Fevol/obsidian-translate/tree/master/src,13,4
/Fevol/obsidian-translate/releases/tag/1.4.2,12,5
/Fevol/obsidian-translate/graphs/traffic,8,1
/Fevol/obsidian-translate/blob/master/images/obsidian-translate.webm,7,2
/Fevol/obsidian-translate/issues/new,7,1
