time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-16 00:00:00+00:00,1,1,3,2
2022-11-17 00:00:00+00:00,6,4,12,2
2022-11-18 00:00:00+00:00,5,4,43,2
2022-11-19 00:00:00+00:00,2,2,9,3
2022-11-20 00:00:00+00:00,6,5,26,4
2022-11-21 00:00:00+00:00,9,6,39,2
2022-11-22 00:00:00+00:00,11,7,157,8
2022-11-23 00:00:00+00:00,1,1,21,4
2022-11-24 00:00:00+00:00,22,9,49,3
2022-11-25 00:00:00+00:00,3,3,25,5
2022-11-26 00:00:00+00:00,1,1,23,4
2022-11-27 00:00:00+00:00,3,3,24,7
2022-11-28 00:00:00+00:00,2,2,17,4
2022-11-29 00:00:00+00:00,17,6,196,7
