referrer,views_total,views_unique
Google,76,40
github.com,27,7
obsidian.md,18,15
Bing,9,4
medium.com,2,2
DuckDuckGo,2,2
eleanorkonik.com,1,1
forum-zh.obsidian.md,1,1
statics.teams.cdn.office.net,1,1
