referrer,views_total,views_unique
Google,45,24
obsidian.md,12,10
github.com,10,2
DuckDuckGo,5,3
yandex.ru,4,1
forum-zh.obsidian.md,2,2
Bing,2,2
edgeservices.bing.com,1,1
fr.search.yahoo.com,1,1
qwant.com,1,1
