referrer,views_total,views_unique
Google,62,42
obsidian.md,26,20
github.com,16,6
Bing,6,4
forum.obsidian.md,2,2
forum-zh.obsidian.md,2,2
cn.bing.com,2,1
yandex.ru,1,1
eleanorkonik.com,1,1
medium.com,1,1
