url_path,views_total,views_unique
/Fevol/obsidian-translate,185,110
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,36,14
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,18,16
/Fevol/obsidian-translate/issues,15,7
/Fevol/obsidian-translate/blob/master/docs/API.md,11,8
/fevol/obsidian-translate,11,4
/Fevol/obsidian-translate/commits/master,11,1
/Fevol/obsidian-translate/issues/41,7,3
/Fevol/obsidian-translate/graphs/traffic,5,1
/Fevol/obsidian-translate/commit/64ff1524760a3c02b963a0380b80ebf0dc4b5b10,4,1
