time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-13 00:00:00+00:00,2.0,2.0,32,4
2022-12-14 00:00:00+00:00,1.0,1.0,29,3
2022-12-15 00:00:00+00:00,1.0,1.0,43,3
2022-12-16 00:00:00+00:00,1.0,1.0,11,4
2022-12-17 00:00:00+00:00,2.0,2.0,44,32
2022-12-18 00:00:00+00:00,2.0,2.0,37,20
2022-12-19 00:00:00+00:00,1.0,1.0,22,10
2022-12-20 00:00:00+00:00,2.0,2.0,19,11
2022-12-21 00:00:00+00:00,2.0,2.0,16,9
2022-12-22 00:00:00+00:00,1.0,1.0,11,9
2022-12-23 00:00:00+00:00,1.0,1.0,23,9
2022-12-24 00:00:00+00:00,3.0,3.0,10,4
2022-12-25 00:00:00+00:00,2.0,2.0,11,6
2022-12-26 00:00:00+00:00,,,19,7
