url_path,views_total,views_unique
/Fevol/obsidian-translate,213,118
/Fevol/obsidian-translate/issues,40,9
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,37,13
/Fevol/obsidian-translate/commits/master,25,2
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,20,18
/fevol/obsidian-translate,18,4
/Fevol/obsidian-translate/releases/tag/1.4.4,15,6
/Fevol/obsidian-translate/blob/master/docs/API.md,14,8
/Fevol/obsidian-translate/graphs/traffic,12,1
/Fevol/obsidian-translate/issues/38,9,1
