referrer,views_total,views_unique
github.com,324,15
obsidianroundup.org,50,43
Google,48,37
obsidian.md,21,16
cn.bing.com,10,3
mail.google.com,6,6
DuckDuckGo,6,2
yandex.ru,5,5
publish.obsidian.md,3,2
app.raindrop.io,2,1
