referrer,views_total,views_unique
Google,64,33
obsidian.md,20,15
github.com,4,2
forum.obsidian.md,2,2
Bing,2,2
yandex.ru,2,1
cn.bing.com,1,1
edgeservices.bing.com,1,1
forum-zh.obsidian.md,1,1
DuckDuckGo,1,1
