url_path,views_total,views_unique
/Fevol/obsidian-translate,115,85
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,27,5
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,15,13
/Fevol/obsidian-translate/tree/master/src,7,4
/fevol/obsidian-translate,5,4
/Fevol/obsidian-translate/issues/new,4,4
/Fevol/obsidian-translate/blob/master/src/handlers/google-translate.ts,4,2
/Fevol/obsidian-translate/blob/master/docs/API.md,3,3
/Fevol/obsidian-translate/issues,3,3
/Fevol/obsidian-translate/tree/master/src/handlers,3,2
