url_path,views_total,views_unique
/Fevol/obsidian-translate,126,92
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,30,24
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,12,8
/Fevol/obsidian-translate/blob/bde5d53be05a466aa939e5ffdfa042cca6ff0d12/src/util.ts,8,3
/Fevol/obsidian-translate/issues,7,4
/Fevol/obsidian-translate/blob/master/docs/API.md,6,4
/fevol/obsidian-translate,4,4
/Fevol/obsidian-translate/blob/master/src/util.ts,4,1
/Fevol/obsidian-translate/issues/42,3,2
/Fevol/obsidian-translate/security,3,2
