referrer,views_total,views_unique
Google,56,41
obsidian.md,16,11
github.com,13,4
yandex.ru,5,2
Bing,4,4
DuckDuckGo,4,2
forum.obsidian.md,2,1
cn.bing.com,2,1
qwant.com,1,1
forum-zh.obsidian.md,1,1
