url_path,views_total,views_unique
/Fevol/obsidian-translate,132,73
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,20,17
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,6,6
/Fevol/obsidian-translate/blob/master/docs/API.md,5,5
/Fevol/obsidian-translate/issues,4,4
/Fevol/obsidian-translate/blob/master/src/README.md,4,3
/Fevol/obsidian-translate/pulse,3,3
/Fevol/obsidian-translate/blob/master/docs/images/auto-translate.gif,3,1
/Fevol/obsidian-translate/pulls,2,2
/Fevol/obsidian-translate/releases/tag/1.4.4,2,2
