url_path,views_total,views_unique
/Fevol/obsidian-translate,129,92
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,26,21
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,13,10
/Fevol/obsidian-translate/issues,10,7
/Fevol/obsidian-translate/tree/master/src,7,1
/proxy_u/en-ru.ru.7b9af8b6-6425e29a-6a45de57-74722d776562/https/github.com/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,5,1
/Fevol/obsidian-translate/issues/new,4,4
/Fevol/obsidian-translate/blob/master/docs/API.md,4,3
/Fevol/obsidian-translate/blob/bde5d53be05a466aa939e5ffdfa042cca6ff0d12/__mocks__/obsidian.ts,4,1
/Fevol/obsidian-translate/blob/master/src/obsidian-util.ts,4,1
