referrer,views_total,views_unique
Google,69,32
obsidian.md,15,11
github.com,7,3
forum.obsidian.md,4,3
DuckDuckGo,4,2
Bing,3,3
yandex.ru,2,1
obsidian-md.translate.goog,1,1
ecosia.org,1,1
fr.search.yahoo.com,1,1
