url_path,views_total,views_unique
/Fevol/obsidian-translate,117,82
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,27,21
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,8,7
/Fevol/obsidian-translate/blob/master/docs/API.md,5,3
/fevol/obsidian-translate,3,3
/Fevol/obsidian-translate/issues/new,3,3
/Fevol/obsidian-translate/issues,3,2
/Fevol/obsidian-translate/security,3,2
/Fevol/obsidian-translate/blob/30aa93d190cbe30a2bc2390d8e96b04606e89e3c/src/ui/translator-components/ViewPage.svelte,2,1
/Fevol/obsidian-translate/blob/bde5d53be05a466aa939e5ffdfa042cca6ff0d12/src/handlers/deepl.ts,2,1
