url_path,views_total,views_unique
/Fevol/obsidian-translate,136,90
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,20,18
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,14,10
/Fevol/obsidian-translate/issues,10,7
/Fevol/obsidian-translate/issues/new,7,5
/Fevol/obsidian-translate/tree/master/src,7,1
/proxy_u/en-ru.ru.7b9af8b6-6425e29a-6a45de57-74722d776562/https/github.com/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,5,1
/Fevol/obsidian-translate/releases/tag/1.4.4,4,4
/Fevol/obsidian-translate/blob/bde5d53be05a466aa939e5ffdfa042cca6ff0d12/__mocks__/obsidian.ts,4,1
/Fevol/obsidian-translate/blob/master/src/obsidian-util.ts,4,1
