referrer,views_total,views_unique
Google,53,41
obsidian.md,27,22
github.com,20,3
Bing,8,4
DuckDuckGo,5,4
cn.bing.com,3,2
yandex.kz,2,1
eleanorkonik.com,1,1
forum-zh.obsidian.md,1,1
medium.com,1,1
