url_path,views_total,views_unique
/Fevol/obsidian-translate,233,45
/Fevol/obsidian-translate/issues,54,6
/Fevol/obsidian-translate/releases/tag/1.4.0,29,12
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,22,11
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,17,13
/fevol/obsidian-translate,14,1
/Fevol/obsidian-translate/releases,13,4
/Fevol/obsidian-translate/issues/33,12,3
/Fevol/obsidian-translate/releases/tag/1.4.1,11,6
/Fevol/obsidian-translate/stargazers,10,1
