time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-20 00:00:00+00:00,1.0,1.0,9,9
2023-04-21 00:00:00+00:00,2.0,2.0,9,7
2023-04-22 00:00:00+00:00,2.0,2.0,7,6
2023-04-23 00:00:00+00:00,1.0,1.0,45,10
2023-04-24 00:00:00+00:00,3.0,2.0,27,9
2023-04-25 00:00:00+00:00,1.0,1.0,7,6
2023-04-26 00:00:00+00:00,1.0,1.0,12,5
2023-04-27 00:00:00+00:00,1.0,1.0,13,7
2023-04-28 00:00:00+00:00,1.0,1.0,16,6
2023-04-29 00:00:00+00:00,1.0,1.0,14,8
2023-04-30 00:00:00+00:00,2.0,2.0,17,9
2023-05-01 00:00:00+00:00,2.0,2.0,16,12
2023-05-02 00:00:00+00:00,2.0,2.0,10,4
2023-05-03 00:00:00+00:00,,,9,7
