referrer,views_total,views_unique
Google,78,39
github.com,25,3
obsidian.md,21,16
Bing,9,4
medium.com,3,3
search.brave.com,3,1
DuckDuckGo,2,2
eleanorkonik.com,1,1
statics.teams.cdn.office.net,1,1
