referrer,views_total,views_unique
Google,52,32
obsidian.md,17,13
github.com,7,3
DuckDuckGo,5,3
forum.obsidian.md,4,3
Bing,3,3
yandex.ru,2,1
ecosia.org,1,1
edgeservices.bing.com,1,1
obsidian-md.translate.goog,1,1
