referrer,views_total,views_unique
Google,64,43
obsidian.md,20,13
Bing,6,5
github.com,6,4
cn.bing.com,4,2
yandex.ru,3,3
DuckDuckGo,3,2
forum.obsidian.md,2,1
StartPage,1,1
Yahoo,1,1
