referrer,views_total,views_unique
github.com,281,12
Google,62,47
obsidianroundup.org,35,32
obsidian.md,25,19
cn.bing.com,10,3
yandex.ru,5,5
eleanorkonik.com,4,4
DuckDuckGo,4,1
mail.google.com,3,3
publish.obsidian.md,3,2
