referrer,views_total,views_unique
github.com,127,11
obsidianroundup.org,24,16
Google,19,17
mail.google.com,8,6
mail.qq.com,2,1
forum-zh.obsidian.md,1,1
com.google.android.gm,1,1
DuckDuckGo,1,1
