url_path,views_total,views_unique
/Fevol/obsidian-translate,336,191
/Fevol/obsidian-translate/issues,87,8
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,42,37
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,36,15
/fevol/obsidian-translate,36,14
/Fevol/obsidian-translate/releases/tag/1.4.3,29,11
/Fevol/obsidian-translate/issues/35,29,1
/Fevol/obsidian-translate/issues/36,23,2
/Fevol/obsidian-translate/issues/37,20,1
/Fevol/obsidian-translate/tree/master/src,16,4
