referrer,views_total,views_unique
Google,69,45
obsidian.md,19,14
github.com,8,4
Bing,6,5
yandex.ru,3,3
DuckDuckGo,3,2
forum.obsidian.md,2,1
cn.bing.com,2,1
StartPage,1,1
Yahoo,1,1
