url_path,views_total,views_unique
/Fevol/obsidian-translate,150,94
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,33,11
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,18,16
/Fevol/obsidian-translate/issues,12,7
/fevol/obsidian-translate,7,5
/Fevol/obsidian-translate/blob/master/docs/API.md,6,5
/Fevol/obsidian-translate/issues/new,6,5
/Fevol/obsidian-translate/discussions,4,4
/Fevol/obsidian-translate/blob/master/package.json,2,2
/Fevol/obsidian-translate/issues/27,2,2
