referrer,views_total,views_unique
Google,52,31
obsidian.md,19,14
github.com,7,3
forum.obsidian.md,4,3
DuckDuckGo,3,2
Bing,2,2
yandex.ru,2,1
ecosia.org,1,1
edgeservices.bing.com,1,1
obsidian-md.translate.goog,1,1
